epoch,train_loss,val_loss,train_acc1,val_acc1,train_acc5,val_acc5
1,1.8400894074249268,1.5486369037628174,33.476,45.96,83.488,92.19
2,1.42415819190979,1.2442835590362549,51.474,59.84,92.74,94.82
3,1.2133328073883056,1.1451141590118408,61.114,63.64,95.018,96.16
4,1.104521745891571,1.0248471687316894,65.376,68.33,96.088,97.21
5,1.0115039965629578,1.0015438953399658,69.426,69.54,96.894,97.02
6,0.9460408087158203,0.9110119348526001,72.192,73.6,97.454,97.92
7,0.8816679011917115,0.8661637479782105,74.772,75.04,97.846,97.93
8,0.8401374232292176,0.840015731716156,76.73,76.14,98.064,98.09
9,0.7991163294219971,0.893840874004364,78.388,75.32,98.47,97.56
10,0.7606779592895507,0.8537822474479675,80.166,76.23,98.608,97.63
11,0.7244970959091187,0.8970792691230773,81.674,74.73,98.726,96.91
12,0.6967980926322938,0.7720103465080261,82.958,80.06,98.776,98.04
13,0.6688275733757019,0.7225781594276428,84.118,81.87,98.96,98.3
14,0.6478049876594544,0.727048556137085,85.038,82.01,99.07,98.38
15,0.6228014232635498,0.7505870546340943,86.0,80.69,99.146,98.14
16,0.6012403318405152,0.7964637976646424,86.926,78.99,99.184,98.38
17,0.5853882556343079,0.7136485054969788,87.68,82.5,99.286,98.48
18,0.5688421723937989,0.6581207411766052,88.294,84.66,99.4,98.59
19,0.5499677646827698,0.6843768526077271,89.204,83.6,99.458,98.7
20,0.5317062127494812,0.7131525806427002,89.918,82.64,99.462,98.07
21,0.5197589801692962,0.653110608959198,90.518,84.83,99.556,98.73
22,0.5074874007987976,0.7218928970336914,91.038,82.47,99.564,98.09
23,0.4967518620681763,0.6875637553215027,91.464,83.69,99.612,98.5
24,0.48506884380340576,0.6728591331481933,91.996,84.19,99.636,98.39
25,0.4744141141414642,0.630268489074707,92.546,86.16,99.686,98.73
26,0.4669855360221863,0.6496840544700623,92.72,85.35,99.72,98.71
27,0.45745331245422366,0.6362380987167359,93.192,86.05,99.762,98.12
28,0.4497818801689148,0.5804194101333618,93.488,88.25,99.776,99.0
29,0.4378051510810852,0.6190311334609986,94.13,86.58,99.79,98.39
30,0.4387742350959778,0.6049185640335083,93.954,87.01,99.812,98.64
31,0.4246455222129822,0.6220491456985474,94.75,86.61,99.788,98.63
32,0.4180558422279358,0.6268590441703796,94.996,86.75,99.846,98.73
33,0.4124961563968658,0.6016617039680481,95.118,87.24,99.82,98.8
34,0.40656319356918336,0.6439021773338318,95.352,86.03,99.856,97.83
35,0.402453288936615,0.5927881726264954,95.56,88.15,99.87,98.59
36,0.3969290392971039,0.5783852766036988,95.806,88.49,99.872,98.66
37,0.3947118624687195,0.6867737359046936,95.946,84.6,99.886,97.79
38,0.38935605140686036,0.5817134066581726,96.152,88.51,99.9,98.56
39,0.38575112411499024,0.5961804672241211,96.32,87.84,99.878,98.51
40,0.38164730262756347,0.6272842123031617,96.514,86.92,99.892,97.74
41,0.3748539806175232,0.5886845175743103,96.858,88.37,99.92,98.26
42,0.36967962082862854,0.6269275413513183,97.04,86.5,99.932,98.53
43,0.36921263376235963,0.6191057817459107,97.026,86.74,99.92,98.06
44,0.3629334085845947,0.5670874088287353,97.242,89.31,99.94,98.76
45,0.3609615909004211,0.5930544298171997,97.4,87.62,99.934,98.67
46,0.3595281843185425,0.5692433119773864,97.374,88.97,99.956,98.63
47,0.3573644405555725,0.563779940032959,97.568,89.25,99.956,98.37
48,0.35442134950637816,0.6062573087692261,97.672,87.79,99.956,98.39
49,0.3520686456108093,0.5642604519844056,97.674,89.22,99.964,98.58
50,0.34716832956314087,0.5880685084342957,97.94,88.09,99.974,98.33
51,0.3470558270835876,0.5697856073379517,97.98,89.03,99.964,98.8
52,0.34341783699035644,0.5662110231399536,98.104,89.24,99.97,98.64
53,0.33962254391670227,0.5809858242034912,98.25,88.59,99.974,98.67
54,0.3388414809322357,0.5515539249420166,98.296,89.87,99.978,98.73
55,0.33668211542129517,0.5555073586463928,98.378,89.77,99.986,98.52
56,0.3358140524482727,0.5556365288734436,98.402,89.67,99.98,98.99
57,0.3339109512138367,0.5589338016510009,98.486,89.85,99.984,98.72
58,0.33277671792030333,0.563514065361023,98.524,89.43,99.99,98.53
59,0.33044847066879274,0.5543677645683288,98.594,89.63,99.99,98.83
60,0.32851280542373656,0.5544071016311646,98.794,89.76,99.992,98.78
